TARGET_FID,ORIG_SEQ,len_km,StartXUTM,EndXUTM,StartYUTM,EndYUTM,MidXUTM,MidYUTM,POPULATION,SPAWNMILES,NTOSORDER,STRATA,ACRES,HECTARES,TYPE,Shape_Leng,Shape_Length
12613,12612,0.999482729,447322.0882,446487.9802,5077598.455,5077205.322,446949.564,5077511.451,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4827213
12614,12614,0.411068221,487960.0019,487583.2857,5078969.253,5079120.982,487765.2643,5079032.887,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,411.0682628
12615,12616,0.65712242,486814.4791,486634.0656,5079503.289,5080080.264,486682.0729,5079804.046,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,657.1223633
12616,12615,0.999440803,487583.2857,486814.4791,5079120.982,5079503.289,487199.3455,5079298.255,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.440804
12617,12617,0.342319611,475640.1505,475647.0238,5078743.855,5079078.542,475624.4245,5078911.983,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,342.3196221
12618,12619,0.365618511,475649.1964,475841.0613,5079949.518,5080219.37,475770.8453,5080054.859,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,365.6185641
12619,12618,0.999445245,475647.0238,475649.1964,5079078.542,5079949.518,475580.8916,5079480.459,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4451619
12620,12620,0.633828514,474703.4654,474925.8412,5078963.879,5078398.803,474796.2274,5078663.219,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,633.8285223
12621,12623,0.999457158,476263.9057,476717.662,5077169.081,5076368.005,476346.4191,5076714.743,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4571897
12622,12622,0.999454468,475484.3469,476263.9057,5077736.15,5077169.081,475836.9676,5077369.072,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4543875
12623,12621,0.999452266,474925.8412,475484.3469,5078398.803,5077736.15,475157.1181,5077942.772,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4522989
12624,12624,0.745832237,476717.662,477041.857,5076368.005,5075797.32,476978.5283,5076119.91,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,745.832201
12625,12625,0.253626857,464579.0703,464733.4442,5078713.828,5078518.222,464668.9654,5078628.601,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,253.626835
12626,12629,0.761643098,464575.3224,464639.9512,5075952.944,5075298.995,464658.0395,5075647.924,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,761.6430284
12627,12628,0.999467427,464483.2585,464575.3224,5076858.688,5075952.944,464444.8366,5076414.958,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4673589
12628,12627,0.999463734,464921.0967,464483.2585,5077636.367,5076858.688,464713.0073,5077244.312,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4636755
12629,12626,0.999459795,464733.4442,464921.0967,5078518.222,5077636.367,464913.5256,5078083.582,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4599108
12630,12630,0.237827234,454192.721,453989.0759,5078547.155,5078522.875,454091.9288,5078499.262,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,237.8273051
12631,12633,0.829890075,452206.4112,451575.8996,5078634.066,5078241.183,451816.786,5078570.011,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,829.8901351
12632,12632,0.999470204,453128.9235,452206.4112,5078551.874,5078634.066,452645.6047,5078572.077,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4701175
12633,12631,0.99946973,453989.0759,453128.9235,5078522.875,5078551.874,453559.6852,5078464.802,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4696443
12634,12634,0.169581068,454192.721,454061.2838,5078547.155,5078648.116,454121.4493,5078590.563,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,169.5809813
12635,12638,0.468900328,452794.8056,452704.9666,5079693.29,5079896.685,452671.1152,5079761.181,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,468.9002958
12636,12637,0.999464617,453388.7432,452794.8056,5079571.326,5079693.29,453116.6906,5079749.682,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4646875
12637,12636,0.999467048,453314.4972,453388.7432,5078814.56,5079571.326,453147.4188,5079221.805,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4670155
12638,12635,0.999468172,454061.2838,453314.4972,5078648.116,5078814.56,453759.5083,5078754.578,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.468143
12639,12639,0.487543461,454580.6235,454192.721,5078575.656,5078547.155,454377.5014,5078629.364,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,487.5435157
12640,12640,0.043022748,454580.6235,454617.9715,5078575.656,5078597.012,454599.2975,5078586.334,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,43.02273947
12641,12641,0.787219247,454617.9715,455065.4287,5078597.012,5079232.43,454874.5138,5078886.493,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,787.2191956
12642,12642,0.212253016,435130.6832,435187.2342,5078641.988,5078833.189,435165.9022,5078729.831,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,212.2530152
12643,12647,0.189132167,435447.4958,435612.2884,5082034.029,5082042.537,435525.7826,5082058.69,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,189.1321666
12644,12646,0.999481122,435066.8866,435447.4958,5081324.269,5082034.029,435190.0223,5081623.048,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,999.4811846
12645,12645,0.999485103,434936.8548,435066.8866,5080453.578,5081324.269,434897.4626,5080904.313,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,999.4849562
12646,12644,0.999488865,435006.287,434936.8548,5079609.207,5080453.578,435014.9585,5080074.034,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,999.4886585
12647,12643,0.999492206,435187.2342,435006.287,5078833.189,5079609.207,435259.2295,5079210.911,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,999.4923556
12648,12648,0.342285236,426721.5899,426721.9934,5078517.318,5078845.916,426714.9271,5078676.06,Ecola,8.2,2,North Coast,13551.99775,5484.32085,Dependent,124699.731,342.2852295
12649,12649,0.4680738,441659.9181,442073.306,5079088.318,5078966.667,441870.7993,5079052.401,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,468.0738227
12650,12650,0.877525361,442073.306,442657.5759,5078966.667,5079503.808,442396.1392,5079195.148,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,877.5254371
12651,12651,0.121955224,445447.9928,445427.9717,5079313.772,5079418.099,445415.8527,5079362.381,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,121.9552806
12652,12654,0.628390734,446443.0701,446936.988,5080457.473,5080657.256,446726.3861,5080519.766,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,628.3908656
12653,12653,0.999470881,445621.7851,446443.0701,5080105.312,5080457.473,446018.6534,5080363.527,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4709368
12654,12652,0.999474165,445427.9717,445621.7851,5079418.099,5080105.312,445402.4628,5079766.415,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4740723
12655,12655,0.371077333,452028.3031,452199.0433,5079568.854,5079883.851,452110.2998,5079727.728,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,371.0772575
12656,12656,0.216384606,452199.0433,452364.3656,5079883.851,5080009.183,452273.7696,5079964.371,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,216.3846681
12657,12657,0.78309196,443624.8868,443983.4092,5079348.291,5078782.643,443771.5453,5079026.286,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,783.0919945
12658,12658,0.999481542,443983.4092,444368.0394,5078782.643,5078389.151,444174.7686,5078565.781,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4815556
12659,12661,0.25101941,445695.1727,445609.4908,5077659.443,5077429.257,445635.9669,5077549.889,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,251.0193796
12660,12660,0.999482481,445070.5814,445695.1727,5078212.327,5077659.443,445409.4009,5077963.675,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4825629
12661,12659,0.999481997,444368.0394,445070.5814,5078389.151,5078212.327,444694.3268,5078308.593,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4819041
12662,12662,0.538999379,426721.9934,427166.5014,5078845.916,5078685.25,426957.3539,5078766.503,Ecola,8.2,2,North Coast,13551.99775,5484.32085,Dependent,124699.731,538.9994289
12663,12663,0.209483609,426721.9934,426716.1663,5078845.916,5079050.333,426706.7863,5078946.848,Ecola,8.2,2,North Coast,13551.99775,5484.32085,Dependent,124699.731,209.4835867
12664,12672,0.803253537,428614.8612,429332.6828,5081369.457,5081159.736,428964.8858,5081319.717,Ecola,8.2,2,North Coast,13551.99775,5484.32085,Dependent,124699.731,803.2535903
12665,12671,0.999493902,427832.4979,428614.8612,5081679.248,5081369.457,428198.3665,5081540.959,Ecola,8.2,2,North Coast,13551.99775,5484.32085,Dependent,124699.731,999.4939115
12666,12670,0.99949464,427011.1059,427832.4979,5081798.928,5081679.248,427408.8695,5081686.858,Ecola,8.2,2,North Coast,13551.99775,5484.32085,Dependent,124699.731,999.4945069
12667,12669,0.999494675,426618.0308,427011.1059,5081859.011,5081798.928,426774.5899,5081957.4,Ecola,8.2,2,North Coast,13551.99775,5484.32085,Dependent,124699.731,999.4945672
12668,12668,0.999495963,427288.296,426618.0308,5081336.16,5081859.011,426915.9323,5081569.865,Ecola,8.2,2,North Coast,13551.99775,5484.32085,Dependent,124699.731,999.496061
12669,12667,0.999497645,427589.5905,427288.296,5080769.342,5081336.16,427470.6317,5080980.766,Ecola,8.2,2,North Coast,13551.99775,5484.32085,Dependent,124699.731,999.4977232
12670,12666,0.999499929,427567.047,427589.5905,5080116.44,5080769.342,427536.7119,5080437.21,Ecola,8.2,2,North Coast,13551.99775,5484.32085,Dependent,124699.731,999.5000419
12671,12665,0.999502736,426988.6506,427567.047,5079765.738,5080116.44,427276.5487,5080050.397,Ecola,8.2,2,North Coast,13551.99775,5484.32085,Dependent,124699.731,999.5027988
12672,12664,0.999506036,426716.1663,426988.6506,5079050.333,5079765.738,426819.2518,5079464.251,Ecola,8.2,2,North Coast,13551.99775,5484.32085,Dependent,124699.731,999.5060329
12673,12673,0.196229779,475208.7495,475070.6531,5080337.871,5080356.702,475134.7545,5080398.068,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,196.2297909
12674,12674,0.028734581,475070.6531,475053.901,5080356.702,5080334.374,475063.724,5080344.072,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,28.7345452
12675,12675,0.97070648,475053.901,474567.7917,5080334.374,5080990.702,474659.3479,5080587.238,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,970.7064016
12676,12676,0.749375673,474567.7917,474185.3738,5080990.702,5081600.398,474362.6852,5081292.444,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,749.3757266
12677,12677,0.25007267,443045.5049,443281.7606,5079392.42,5079366.136,443170.1862,5079406.4,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,250.0727207
12678,12678,0.471048127,443281.7606,443624.8868,5079366.136,5079348.291,443444.8273,5079325.151,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,471.0480254
12679,12679,0.528430554,443045.5049,443208.1875,5079392.42,5079777.917,443059.2567,5079623.68,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,528.4305872
12680,12680,0.566232799,443208.1875,443399.635,5079777.917,5080210.799,443376.6371,5079939.3,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,566.2327609
12681,12681,0.433244881,442657.5759,442939.1408,5079503.808,5079364.149,442795.319,5079444.912,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,433.244859
12682,12682,0.244003116,442939.1408,443045.5049,5079364.149,5079392.42,443012.3032,5079337.38,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,244.0031353
12683,12683,0.44876125,442657.5759,442583.791,5079503.808,5079867.306,442583.8213,5079690.308,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,448.7612804
12684,12684,0.306710176,452704.9666,452485.3303,5079896.685,5080015.178,452633.7076,5079994.203,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,306.7100786
12685,12685,0.121259947,452485.3303,452364.3656,5080015.178,5080009.183,452424.8779,5080011.343,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,121.2599165
12686,12686,0.351099008,443744.3291,443624.8868,5079640.293,5079348.291,443735.0096,5079484.672,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,351.0989761
12687,12687,0.527119022,440503.201,440573.3932,5079613.466,5079995.383,440495.9979,5079800.088,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,527.1193014
12688,12690,0.160531869,440954.1101,441014.7688,5081383.683,5081493.372,440998.8206,5081427.526,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,160.5318611
12689,12689,0.999475113,440995.7309,440954.1101,5080656.671,5081383.683,440915.5464,5081033.721,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,999.4751978
12690,12688,0.999478619,440573.3932,440995.7309,5079995.383,5080656.671,440725.2291,5080323.57,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,999.4787839
12691,12691,0.838933726,452364.3656,451659.5391,5080009.183,5080098.97,452003.0704,5080181.812,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,838.9337924
12692,12694,0.432531299,450024.8573,449625.7399,5079425.888,5079306.169,449839.5214,5079340.826,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,432.531332
12693,12693,0.999469084,450920.9487,450024.8573,5079563.098,5079425.888,450479.0032,5079396.716,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4690317
12694,12692,0.999466527,451659.5391,450920.9487,5080098.97,5079563.098,451309.5779,5079811.218,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4665919
12695,12695,0.566960516,425926.7652,425458.4412,5079270.886,5079449.925,425694.1931,5079363.212,,,,,,,,,566.9604013
12696,12696,0.285063271,425458.4412,425246.7287,5079449.925,5079602.449,425362.334,5079557.663,,,,,,,,,285.0632505
12697,12697,0.714423492,441276.9087,441729.1719,5080010.72,5080267.53,441511.9856,5080154.007,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,714.4234227
12698,12698,0.149989227,441729.1719,441728.7249,5080267.53,5080373.486,441716.8631,5080323.067,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,149.9890922
12699,12699,0.84946738,458746.038,458140.7714,5080763.971,5081317.815,458384.7392,5081001.584,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,849.467309
12700,12700,0.765498627,458140.7714,457772.6442,5081317.815,5081910.912,457981.1042,5081632.501,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,765.4985787
12701,12701,0.233957997,441728.7249,441907.3016,5080373.486,5080425.976,441817.1838,5080397.781,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,233.9581541
12702,12702,0.298269173,441907.3016,442086.8311,5080425.976,5080565.036,441989.0042,5080521.372,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,298.269099
12703,12703,0.701179544,475756.8177,476122.9776,5081586.372,5081009.622,475957.4602,5081312.701,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,701.1795255
12704,12704,0.576027758,476122.9776,476597.0363,5081009.622,5080819.359,476353.3348,5080921.182,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,576.0278179
12705,12705,0.423411189,471166.6791,471333.2926,5081642.94,5081294.127,471209.8368,5081456.435,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,423.4112785
12706,12710,0.504917142,474744.5829,475053.901,5080003.62,5080334.374,474918.4748,5080146.006,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,504.9170785
12707,12709,0.999443406,473824.2542,474744.5829,5080217.609,5080003.62,474289.1468,5080118.654,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4434095
12708,12708,0.999443145,472888.5761,473824.2542,5080428.69,5080217.609,473355.9931,5080325.979,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4431915
12709,12707,0.999442708,472015.7342,472888.5761,5080704.095,5080428.69,472441.5356,5080539.941,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4427012
12710,12706,0.999441484,471333.2926,472015.7342,5081294.127,5080704.095,471602.2421,5080939.435,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4416029
12711,12711,0.494523871,471166.6791,470732.4528,5081642.94,5081666.997,470954.9632,5081589.443,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,494.5239319
12712,12712,0.967734448,470732.4528,469859.7801,5081666.997,5081876.352,470306.4997,5081765.664,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,967.7344438
12713,12713,0.031706457,425273.5544,425300.5197,5080359.101,5080358.086,425288.8529,5080352.962,,,,,,,,,31.70647033
12714,12714,0.975278228,425300.5197,426122.9416,5080358.086,5080358.948,425711.6881,5080317.621,,,,,,,,,975.278277
12715,12715,0.024224591,452776.7778,452785.3207,5081334.688,5081312.348,452780.2716,5081323.28,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,24.22459873
12716,12718,0.806817146,452838.627,452704.9666,5080371.193,5079896.685,452914.6705,5080075,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,806.81718
12717,12717,0.999460752,452970.1895,452838.627,5081032.601,5080371.193,452847.4367,5080722.189,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4607097
12718,12716,0.999459301,452785.3207,452970.1895,5081312.348,5081032.601,452707.667,5081141.019,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4592846
12719,12719,0.192644635,452776.7778,452902.3699,5081334.688,5081472.752,452826.0934,5081415.419,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,192.6446041
12720,12720,0.492507413,452902.3699,453133.6457,5081472.752,5081886.687,452979.2745,5081697.663,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,492.5073007
12721,12721,0.506949607,452776.7778,452381.4148,5081334.688,5081256.201,452523.333,5081364.789,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,506.9496845
12722,12722,0.923359123,452381.4148,451829.5871,5081256.201,5081875.71,452124.153,5081594.629,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,923.3591041
12723,12723,0.076096853,470886.5867,470902.626,5082030.948,5081959.442,470885.5853,5081994.341,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,76.09684862
12724,12724,0.466850052,470902.626,471166.6791,5081959.442,5081642.94,470993.6472,5081786.948,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,466.8500188
12725,12725,0.481937739,487922.0845,487484.3065,5082698.276,5082559.721,487703.7592,5082620.822,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,481.9377398
12726,12726,0.050646122,441014.7688,440971.6072,5081493.372,5081476.213,440989.4106,5081490.726,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,50.64615948
12727,12729,0.254231983,439263.269,439109.2865,5081260.072,5081082.42,439169.3949,5081193.596,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,254.2320822
12728,12728,0.999475189,440127.1216,439263.269,5081466.558,5081260.072,439670.3607,5081460.821,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,999.4751243
12729,12727,0.999473839,440971.6072,440127.1216,5081476.213,5081466.558,440524.1739,5081389.482,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,999.4738604
12730,12730,0.745241001,441014.7688,441085.6494,5081493.372,5082093.826,441052.0891,5081808.324,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,745.2409113
12731,12731,0.930190047,441085.6494,441286.925,5082093.826,5082728.443,441205.7007,5082396.124,Necanicum,59.8,1,North Coast,53378.59239,21601.63635,Potentially Independent,313864.5747,930.1900442
12732,12732,0.069277367,453133.6457,453189.0616,5081886.687,5081928.261,453161.3536,5081907.474,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,69.27742073
12733,12734,0.762753547,454041.6656,454156.7171,5082410.007,5083120.689,454050.9545,5082770.762,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,762.7536759
12734,12733,0.999453101,453189.0616,454041.6656,5081928.261,5082410.007,453632.2791,5082142.536,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4530988
12735,12735,0.236697703,451829.5871,451871.5844,5081875.71,5082057.919,451826.3162,5081961.412,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,236.6977298
12736,12740,0.999439527,452370.3385,451827.8711,5085086.96,5085814.793,452109.7718,5085469.244,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4394594
12737,12739,0.999443158,452465.8583,452370.3385,5084242.297,5085086.96,452523.1091,5084697.721,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4431718
12738,12738,0.999446478,452282.6484,452465.8583,5083566.161,5084242.297,452368.2452,5083916.723,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4465038
12739,12737,0.9994495,452100.1238,452282.6484,5082946.394,5083566.161,452080.2458,5083293.598,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4495185
12740,12736,0.999453556,451871.5844,452100.1238,5082057.919,5082946.394,451976.986,5082500.343,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4535337
12741,12741,0.280516566,451827.8711,451696.5542,5085814.793,5086009.744,451721.8613,5085888.098,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,280.5165751
12742,12742,0.718930557,457009.0023,457237.7355,5082164.154,5081596.843,457071.0121,5081861.284,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,718.9305477
12743,12746,0.836279264,458480.1307,459112.9224,5079147.662,5078676.407,458790.4538,5078888.663,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,836.2792317
12744,12745,0.999459656,457972.1654,458480.1307,5079988.731,5079147.662,458212.8877,5079563.515,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4597069
12745,12744,0.999456254,457604.0252,457972.1654,5080745.964,5079988.731,457917.6459,5080388.367,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.456268
12746,12743,0.999453436,457237.7355,457604.0252,5081596.843,5080745.964,457310.2572,5081119.523,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.45344
12747,12747,0.163188884,426058.0755,425912.6957,5081254.218,5081220.254,425984.8598,5081244.565,,,,,,,,,163.189037
12748,12748,0.648155141,425912.6957,425512.8059,5081220.254,5080799.906,425686.6807,5081046.889,,,,,,,,,648.1550097
12749,12749,0.351325195,462624.4547,462958.0693,5082393.077,5082295.662,462789.4268,5082337.087,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,351.3252299
12750,12750,0.206714518,462958.0693,463158.3306,5082295.662,5082245.898,463057.6908,5082268.776,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,206.7145013
12751,12751,0.79272688,462624.4547,462919.0865,5082393.077,5082974.035,462653.821,5082722.082,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,792.7268774
12752,12753,0.135503799,463772.9052,463816.857,5083169.838,5083283.061,463791.3027,5083226.015,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,135.5037659
12753,12752,0.999439018,462919.0865,463772.9052,5082974.035,5083169.838,463381.1282,5082973.571,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4389615
12754,12754,0.503238639,466571.1105,466437.1738,5082531.013,5082985.525,466488.6515,5082763.518,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,503.2385862
12755,12755,0.360697745,460629.0071,460599.1317,5082380.099,5082068.425,460656.0583,5082204.124,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,360.6977734
12756,12759,0.175146214,462449.6112,462624.4547,5082385.16,5082393.077,462537.0699,5082387.027,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,175.1461533
12757,12758,0.999443319,461988.7965,462449.6112,5081950.593,5082385.16,462304.219,5082370.669,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4434026
12758,12757,0.999446374,461138.1229,461988.7965,5081627.379,5081950.593,461562.9068,5081729.692,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4462542
12759,12756,0.999446241,460599.1317,461138.1229,5082068.425,5081627.379,460813.8582,5081969.86,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,999.4462201
12760,12760,0.824299837,457153.9987,457185.6746,5082319.147,5083057.835,457052.6552,5082722.156,Nehalem,490,5,North Coast,547217.0979,221451.7885,Functionally Independent,849359.3031,824.2998017
